drug1,drug2,cell line,drugname1,drugname2
125066,409962,SNB-75,Bleomycin sulfate,Carmustine
256942,409962,SNB-75,4'-Epiadriamycin,Carmustine
27640,409962,SNB-75,Floxuridine,Carmustine
49842,409962,SNB-75,Vinblastine sulfate,Carmustine
109724,409962,SNB-75,Ifosfamide,Carmustine
750,409962,SNB-75,Busulfan,Carmustine
119875,409962,SNB-75,Cisplatin,Carmustine
85998,409962,SNB-75,Streptozocin,Carmustine
8806,409962,SNB-75,Melphalan,Carmustine
92859,409962,SNB-75,Arsenic trioxide,Carmustine
755,409962,SNB-75,Mercaptopurine,Carmustine
19893,409962,SNB-75,Fluorouracil,Carmustine
105014,409962,SNB-75,Cladribine,Carmustine
26980,409962,SNB-75,Mitomycin,Carmustine
118218,409962,SNB-75,Fludarabine,Carmustine
127716,409962,SNB-75,Decitabine,Carmustine
256439,409962,SNB-75,Idarubicin hydrochloride,Carmustine
6396,409962,SNB-75,Thiotepa,Carmustine
752,409962,SNB-75,Thioguanine,Carmustine
45388,409962,SNB-75,Dacarbazine,Carmustine
38721,409962,SNB-75,Mitotane,Carmustine
138783,409962,SNB-75,Bendamustine hydrochloride,Carmustine
32065,718781,SNB-75,Hydroxyurea,Erlotinib hydrochloride
45923,718781,SNB-75,Methoxsalen,Erlotinib hydrochloride
701852,718781,SNB-75,Vorinostat,Erlotinib hydrochloride
362856,718781,SNB-75,Temozolomide,Erlotinib hydrochloride
122819,718781,SNB-75,Teniposide,Erlotinib hydrochloride
66847,718781,SNB-75,Thalidomide,Erlotinib hydrochloride
82151,718781,SNB-75,Daunorubicin hydrochloride,Erlotinib hydrochloride
123127,718781,SNB-75,Doxorubicin hydrochloride,Erlotinib hydrochloride
125973,718781,SNB-75,Paclitaxel,Erlotinib hydrochloride
141540,718781,SNB-75,Etoposide,Erlotinib hydrochloride
713563,718781,SNB-75,Exemestane,Erlotinib hydrochloride
715055,718781,SNB-75,Gefitinib,Erlotinib hydrochloride
740,718781,SNB-75,Methotrexate,Erlotinib hydrochloride
628503,718781,SNB-75,Docetaxel,Erlotinib hydrochloride
681239,718781,SNB-75,Bortezomib,Erlotinib hydrochloride
241240,718781,SNB-75,Carboplatin,Erlotinib hydrochloride
122758,718781,SNB-75,Tretinoin,Erlotinib hydrochloride
3053,718781,SNB-75,Dactinomycin,Erlotinib hydrochloride
180973,718781,SNB-75,Tamoxifen citrate,Erlotinib hydrochloride
226080,718781,SNB-75,Sirolimus,Erlotinib hydrochloride
67574,718781,SNB-75,Vincristine sulfate,Erlotinib hydrochloride
71423,718781,SNB-75,Megestrol acetate,Erlotinib hydrochloride
3088,718781,SNB-75,Chlorambucil,Erlotinib hydrochloride
26271,718781,SNB-75,Cyclophosphamide,Erlotinib hydrochloride
14229,718781,SNB-75,Quinacrine hydrochloride,Erlotinib hydrochloride
613327,718781,SNB-75,Gemcitabine hydrochloride,Erlotinib hydrochloride
102816,718781,SNB-75,Azacitidine,Erlotinib hydrochloride
279836,718781,SNB-75,Mitoxantrone,Erlotinib hydrochloride
712807,718781,SNB-75,Capecitabine,Erlotinib hydrochloride
63878,718781,SNB-75,Cytarabine hydrochloride,Erlotinib hydrochloride
409962,718781,SNB-75,Carmustine,Erlotinib hydrochloride
266046,718781,SNB-75,Oxaliplatin,Erlotinib hydrochloride
1390,718781,SNB-75,Allopurinol,Erlotinib hydrochloride
125066,718781,SNB-75,Bleomycin sulfate,Erlotinib hydrochloride
256942,718781,SNB-75,4'-Epiadriamycin,Erlotinib hydrochloride
27640,718781,SNB-75,Floxuridine,Erlotinib hydrochloride
49842,718781,SNB-75,Vinblastine sulfate,Erlotinib hydrochloride
109724,718781,SNB-75,Ifosfamide,Erlotinib hydrochloride
609699,718781,SNB-75,Topotecan hydrochloride,Erlotinib hydrochloride
750,718781,SNB-75,Busulfan,Erlotinib hydrochloride
119875,718781,SNB-75,Cisplatin,Erlotinib hydrochloride
85998,718781,SNB-75,Streptozocin,Erlotinib hydrochloride
8806,718781,SNB-75,Melphalan,Erlotinib hydrochloride
92859,718781,SNB-75,Arsenic trioxide,Erlotinib hydrochloride
755,718781,SNB-75,Mercaptopurine,Erlotinib hydrochloride
19893,718781,SNB-75,Fluorouracil,Erlotinib hydrochloride
105014,718781,SNB-75,Cladribine,Erlotinib hydrochloride
26980,718781,SNB-75,Mitomycin,Erlotinib hydrochloride
118218,718781,SNB-75,Fludarabine,Erlotinib hydrochloride
127716,718781,SNB-75,Decitabine,Erlotinib hydrochloride
606869,718781,SNB-75,Clofarabine,Erlotinib hydrochloride
256439,718781,SNB-75,Idarubicin hydrochloride,Erlotinib hydrochloride
608210,718781,SNB-75,Vinorelbine tartrate,Erlotinib hydrochloride
6396,718781,SNB-75,Thiotepa,Erlotinib hydrochloride
752,718781,SNB-75,Thioguanine,Erlotinib hydrochloride
698037,718781,SNB-75,Pemetrexed Disodium,Erlotinib hydrochloride
45388,718781,SNB-75,Dacarbazine,Erlotinib hydrochloride
38721,718781,SNB-75,Mitotane,Erlotinib hydrochloride
673596,718781,SNB-75,7-Ethyl-10-hydroxycamptothecin,Erlotinib hydrochloride
707389,718781,SNB-75,Eribulin mesylate,Erlotinib hydrochloride
138783,718781,SNB-75,Bendamustine hydrochloride,Erlotinib hydrochloride
32065,266046,SNB-75,Hydroxyurea,Oxaliplatin
45923,266046,SNB-75,Methoxsalen,Oxaliplatin
122819,266046,SNB-75,Teniposide,Oxaliplatin
66847,266046,SNB-75,Thalidomide,Oxaliplatin
82151,266046,SNB-75,Daunorubicin hydrochloride,Oxaliplatin
123127,266046,SNB-75,Doxorubicin hydrochloride,Oxaliplatin
125973,266046,SNB-75,Paclitaxel,Oxaliplatin
141540,266046,SNB-75,Etoposide,Oxaliplatin
740,266046,SNB-75,Methotrexate,Oxaliplatin
241240,266046,SNB-75,Carboplatin,Oxaliplatin
122758,266046,SNB-75,Tretinoin,Oxaliplatin
3053,266046,SNB-75,Dactinomycin,Oxaliplatin
180973,266046,SNB-75,Tamoxifen citrate,Oxaliplatin
226080,266046,SNB-75,Sirolimus,Oxaliplatin
67574,266046,SNB-75,Vincristine sulfate,Oxaliplatin
71423,266046,SNB-75,Megestrol acetate,Oxaliplatin
3088,266046,SNB-75,Chlorambucil,Oxaliplatin
26271,266046,SNB-75,Cyclophosphamide,Oxaliplatin
14229,266046,SNB-75,Quinacrine hydrochloride,Oxaliplatin
102816,266046,SNB-75,Azacitidine,Oxaliplatin
63878,266046,SNB-75,Cytarabine hydrochloride,Oxaliplatin
1390,266046,SNB-75,Allopurinol,Oxaliplatin
125066,266046,SNB-75,Bleomycin sulfate,Oxaliplatin
256942,266046,SNB-75,4'-Epiadriamycin,Oxaliplatin
27640,266046,SNB-75,Floxuridine,Oxaliplatin
49842,266046,SNB-75,Vinblastine sulfate,Oxaliplatin
109724,266046,SNB-75,Ifosfamide,Oxaliplatin
750,266046,SNB-75,Busulfan,Oxaliplatin
119875,266046,SNB-75,Cisplatin,Oxaliplatin
85998,266046,SNB-75,Streptozocin,Oxaliplatin
8806,266046,SNB-75,Melphalan,Oxaliplatin
92859,266046,SNB-75,Arsenic trioxide,Oxaliplatin
755,266046,SNB-75,Mercaptopurine,Oxaliplatin
19893,266046,SNB-75,Fluorouracil,Oxaliplatin
105014,266046,SNB-75,Cladribine,Oxaliplatin
26980,266046,SNB-75,Mitomycin,Oxaliplatin
118218,266046,SNB-75,Fludarabine,Oxaliplatin
127716,266046,SNB-75,Decitabine,Oxaliplatin
256439,266046,SNB-75,Idarubicin hydrochloride,Oxaliplatin
6396,266046,SNB-75,Thiotepa,Oxaliplatin
752,266046,SNB-75,Thioguanine,Oxaliplatin
45388,266046,SNB-75,Dacarbazine,Oxaliplatin
38721,266046,SNB-75,Mitotane,Oxaliplatin
138783,266046,SNB-75,Bendamustine hydrochloride,Oxaliplatin
740,1390,SNB-75,Methotrexate,Allopurinol
750,1390,SNB-75,Busulfan,Allopurinol
755,1390,SNB-75,Mercaptopurine,Allopurinol
752,1390,SNB-75,Thioguanine,Allopurinol
32065,125066,SNB-75,Hydroxyurea,Bleomycin sulfate
45923,125066,SNB-75,Methoxsalen,Bleomycin sulfate
122819,125066,SNB-75,Teniposide,Bleomycin sulfate
66847,125066,SNB-75,Thalidomide,Bleomycin sulfate
82151,125066,SNB-75,Daunorubicin hydrochloride,Bleomycin sulfate
123127,125066,SNB-75,Doxorubicin hydrochloride,Bleomycin sulfate
740,125066,SNB-75,Methotrexate,Bleomycin sulfate
122758,125066,SNB-75,Tretinoin,Bleomycin sulfate
3053,125066,SNB-75,Dactinomycin,Bleomycin sulfate
67574,125066,SNB-75,Vincristine sulfate,Bleomycin sulfate
71423,125066,SNB-75,Megestrol acetate,Bleomycin sulfate
3088,125066,SNB-75,Chlorambucil,Bleomycin sulfate
26271,125066,SNB-75,Cyclophosphamide,Bleomycin sulfate
14229,125066,SNB-75,Quinacrine hydrochloride,Bleomycin sulfate
102816,125066,SNB-75,Azacitidine,Bleomycin sulfate
63878,125066,SNB-75,Cytarabine hydrochloride,Bleomycin sulfate
1390,125066,SNB-75,Allopurinol,Bleomycin sulfate
27640,125066,SNB-75,Floxuridine,Bleomycin sulfate
49842,125066,SNB-75,Vinblastine sulfate,Bleomycin sulfate
109724,125066,SNB-75,Ifosfamide,Bleomycin sulfate
750,125066,SNB-75,Busulfan,Bleomycin sulfate
119875,125066,SNB-75,Cisplatin,Bleomycin sulfate
85998,125066,SNB-75,Streptozocin,Bleomycin sulfate
8806,125066,SNB-75,Melphalan,Bleomycin sulfate
92859,125066,SNB-75,Arsenic trioxide,Bleomycin sulfate
755,125066,SNB-75,Mercaptopurine,Bleomycin sulfate
19893,125066,SNB-75,Fluorouracil,Bleomycin sulfate
105014,125066,SNB-75,Cladribine,Bleomycin sulfate
26980,125066,SNB-75,Mitomycin,Bleomycin sulfate
118218,125066,SNB-75,Fludarabine,Bleomycin sulfate
6396,125066,SNB-75,Thiotepa,Bleomycin sulfate
752,125066,SNB-75,Thioguanine,Bleomycin sulfate
45388,125066,SNB-75,Dacarbazine,Bleomycin sulfate
38721,125066,SNB-75,Mitotane,Bleomycin sulfate
32065,256942,SNB-75,Hydroxyurea,4'-Epiadriamycin
45923,256942,SNB-75,Methoxsalen,4'-Epiadriamycin
122819,256942,SNB-75,Teniposide,4'-Epiadriamycin
66847,256942,SNB-75,Thalidomide,4'-Epiadriamycin
82151,256942,SNB-75,Daunorubicin hydrochloride,4'-Epiadriamycin
123127,256942,SNB-75,Doxorubicin hydrochloride,4'-Epiadriamycin
125973,256942,SNB-75,Paclitaxel,4'-Epiadriamycin
141540,256942,SNB-75,Etoposide,4'-Epiadriamycin
740,256942,SNB-75,Methotrexate,4'-Epiadriamycin
241240,256942,SNB-75,Carboplatin,4'-Epiadriamycin
122758,256942,SNB-75,Tretinoin,4'-Epiadriamycin
3053,256942,SNB-75,Dactinomycin,4'-Epiadriamycin
180973,256942,SNB-75,Tamoxifen citrate,4'-Epiadriamycin
226080,256942,SNB-75,Sirolimus,4'-Epiadriamycin
67574,256942,SNB-75,Vincristine sulfate,4'-Epiadriamycin
71423,256942,SNB-75,Megestrol acetate,4'-Epiadriamycin
3088,256942,SNB-75,Chlorambucil,4'-Epiadriamycin
26271,256942,SNB-75,Cyclophosphamide,4'-Epiadriamycin
14229,256942,SNB-75,Quinacrine hydrochloride,4'-Epiadriamycin
102816,256942,SNB-75,Azacitidine,4'-Epiadriamycin
63878,256942,SNB-75,Cytarabine hydrochloride,4'-Epiadriamycin
1390,256942,SNB-75,Allopurinol,4'-Epiadriamycin
125066,256942,SNB-75,Bleomycin sulfate,4'-Epiadriamycin
27640,256942,SNB-75,Floxuridine,4'-Epiadriamycin
49842,256942,SNB-75,Vinblastine sulfate,4'-Epiadriamycin
109724,256942,SNB-75,Ifosfamide,4'-Epiadriamycin
750,256942,SNB-75,Busulfan,4'-Epiadriamycin
119875,256942,SNB-75,Cisplatin,4'-Epiadriamycin
85998,256942,SNB-75,Streptozocin,4'-Epiadriamycin
8806,256942,SNB-75,Melphalan,4'-Epiadriamycin
92859,256942,SNB-75,Arsenic trioxide,4'-Epiadriamycin
755,256942,SNB-75,Mercaptopurine,4'-Epiadriamycin
19893,256942,SNB-75,Fluorouracil,4'-Epiadriamycin
105014,256942,SNB-75,Cladribine,4'-Epiadriamycin
26980,256942,SNB-75,Mitomycin,4'-Epiadriamycin
118218,256942,SNB-75,Fludarabine,4'-Epiadriamycin
127716,256942,SNB-75,Decitabine,4'-Epiadriamycin
256439,256942,SNB-75,Idarubicin hydrochloride,4'-Epiadriamycin
6396,256942,SNB-75,Thiotepa,4'-Epiadriamycin
752,256942,SNB-75,Thioguanine,4'-Epiadriamycin
45388,256942,SNB-75,Dacarbazine,4'-Epiadriamycin
38721,256942,SNB-75,Mitotane,4'-Epiadriamycin
138783,256942,SNB-75,Bendamustine hydrochloride,4'-Epiadriamycin
740,27640,SNB-75,Methotrexate,Floxuridine
3053,27640,SNB-75,Dactinomycin,Floxuridine
3088,27640,SNB-75,Chlorambucil,Floxuridine
26271,27640,SNB-75,Cyclophosphamide,Floxuridine
14229,27640,SNB-75,Quinacrine hydrochloride,Floxuridine
1390,27640,SNB-75,Allopurinol,Floxuridine
750,27640,SNB-75,Busulfan,Floxuridine
8806,27640,SNB-75,Melphalan,Floxuridine
755,27640,SNB-75,Mercaptopurine,Floxuridine
19893,27640,SNB-75,Fluorouracil,Floxuridine
26980,27640,SNB-75,Mitomycin,Floxuridine
6396,27640,SNB-75,Thiotepa,Floxuridine
752,27640,SNB-75,Thioguanine,Floxuridine
32065,49842,SNB-75,Hydroxyurea,Vinblastine sulfate
45923,49842,SNB-75,Methoxsalen,Vinblastine sulfate
740,49842,SNB-75,Methotrexate,Vinblastine sulfate
3053,49842,SNB-75,Dactinomycin,Vinblastine sulfate
3088,49842,SNB-75,Chlorambucil,Vinblastine sulfate
26271,49842,SNB-75,Cyclophosphamide,Vinblastine sulfate
14229,49842,SNB-75,Quinacrine hydrochloride,Vinblastine sulfate
1390,49842,SNB-75,Allopurinol,Vinblastine sulfate
27640,49842,SNB-75,Floxuridine,Vinblastine sulfate
750,49842,SNB-75,Busulfan,Vinblastine sulfate
8806,49842,SNB-75,Melphalan,Vinblastine sulfate
755,49842,SNB-75,Mercaptopurine,Vinblastine sulfate
19893,49842,SNB-75,Fluorouracil,Vinblastine sulfate
26980,49842,SNB-75,Mitomycin,Vinblastine sulfate
6396,49842,SNB-75,Thiotepa,Vinblastine sulfate
752,49842,SNB-75,Thioguanine,Vinblastine sulfate
45388,49842,SNB-75,Dacarbazine,Vinblastine sulfate
38721,49842,SNB-75,Mitotane,Vinblastine sulfate
32065,109724,SNB-75,Hydroxyurea,Ifosfamide
45923,109724,SNB-75,Methoxsalen,Ifosfamide
66847,109724,SNB-75,Thalidomide,Ifosfamide
82151,109724,SNB-75,Daunorubicin hydrochloride,Ifosfamide
740,109724,SNB-75,Methotrexate,Ifosfamide
3053,109724,SNB-75,Dactinomycin,Ifosfamide
67574,109724,SNB-75,Vincristine sulfate,Ifosfamide
71423,109724,SNB-75,Megestrol acetate,Ifosfamide
3088,109724,SNB-75,Chlorambucil,Ifosfamide
26271,109724,SNB-75,Cyclophosphamide,Ifosfamide
14229,109724,SNB-75,Quinacrine hydrochloride,Ifosfamide
102816,109724,SNB-75,Azacitidine,Ifosfamide
63878,109724,SNB-75,Cytarabine hydrochloride,Ifosfamide
1390,109724,SNB-75,Allopurinol,Ifosfamide
27640,109724,SNB-75,Floxuridine,Ifosfamide
49842,109724,SNB-75,Vinblastine sulfate,Ifosfamide
750,109724,SNB-75,Busulfan,Ifosfamide
85998,109724,SNB-75,Streptozocin,Ifosfamide
8806,109724,SNB-75,Melphalan,Ifosfamide
92859,109724,SNB-75,Arsenic trioxide,Ifosfamide
755,109724,SNB-75,Mercaptopurine,Ifosfamide
19893,109724,SNB-75,Fluorouracil,Ifosfamide
105014,109724,SNB-75,Cladribine,Ifosfamide
26980,109724,SNB-75,Mitomycin,Ifosfamide
6396,109724,SNB-75,Thiotepa,Ifosfamide
752,109724,SNB-75,Thioguanine,Ifosfamide
45388,109724,SNB-75,Dacarbazine,Ifosfamide
38721,109724,SNB-75,Mitotane,Ifosfamide
32065,719276,SNB-75,Hydroxyurea,Fulvestrant
45923,719276,SNB-75,Methoxsalen,Fulvestrant
701852,719276,SNB-75,Vorinostat,Fulvestrant
362856,719276,SNB-75,Temozolomide,Fulvestrant
122819,719276,SNB-75,Teniposide,Fulvestrant
66847,719276,SNB-75,Thalidomide,Fulvestrant
82151,719276,SNB-75,Daunorubicin hydrochloride,Fulvestrant
123127,719276,SNB-75,Doxorubicin hydrochloride,Fulvestrant
125973,719276,SNB-75,Paclitaxel,Fulvestrant
141540,719276,SNB-75,Etoposide,Fulvestrant
713563,719276,SNB-75,Exemestane,Fulvestrant
715055,719276,SNB-75,Gefitinib,Fulvestrant
740,719276,SNB-75,Methotrexate,Fulvestrant
628503,719276,SNB-75,Docetaxel,Fulvestrant
681239,719276,SNB-75,Bortezomib,Fulvestrant
241240,719276,SNB-75,Carboplatin,Fulvestrant
122758,719276,SNB-75,Tretinoin,Fulvestrant
3053,719276,SNB-75,Dactinomycin,Fulvestrant
180973,719276,SNB-75,Tamoxifen citrate,Fulvestrant
226080,719276,SNB-75,Sirolimus,Fulvestrant
67574,719276,SNB-75,Vincristine sulfate,Fulvestrant
71423,719276,SNB-75,Megestrol acetate,Fulvestrant
3088,719276,SNB-75,Chlorambucil,Fulvestrant
26271,719276,SNB-75,Cyclophosphamide,Fulvestrant
14229,719276,SNB-75,Quinacrine hydrochloride,Fulvestrant
613327,719276,SNB-75,Gemcitabine hydrochloride,Fulvestrant
102816,719276,SNB-75,Azacitidine,Fulvestrant
279836,719276,SNB-75,Mitoxantrone,Fulvestrant
712807,719276,SNB-75,Capecitabine,Fulvestrant
63878,719276,SNB-75,Cytarabine hydrochloride,Fulvestrant
409962,719276,SNB-75,Carmustine,Fulvestrant
718781,719276,SNB-75,Erlotinib hydrochloride,Fulvestrant
266046,719276,SNB-75,Oxaliplatin,Fulvestrant
1390,719276,SNB-75,Allopurinol,Fulvestrant
125066,719276,SNB-75,Bleomycin sulfate,Fulvestrant
256942,719276,SNB-75,4'-Epiadriamycin,Fulvestrant
27640,719276,SNB-75,Floxuridine,Fulvestrant
49842,719276,SNB-75,Vinblastine sulfate,Fulvestrant
109724,719276,SNB-75,Ifosfamide,Fulvestrant
609699,719276,SNB-75,Topotecan hydrochloride,Fulvestrant
750,719276,SNB-75,Busulfan,Fulvestrant
119875,719276,SNB-75,Cisplatin,Fulvestrant
85998,719276,SNB-75,Streptozocin,Fulvestrant
8806,719276,SNB-75,Melphalan,Fulvestrant
92859,719276,SNB-75,Arsenic trioxide,Fulvestrant
755,719276,SNB-75,Mercaptopurine,Fulvestrant
19893,719276,SNB-75,Fluorouracil,Fulvestrant
105014,719276,SNB-75,Cladribine,Fulvestrant
26980,719276,SNB-75,Mitomycin,Fulvestrant
118218,719276,SNB-75,Fludarabine,Fulvestrant
127716,719276,SNB-75,Decitabine,Fulvestrant
606869,719276,SNB-75,Clofarabine,Fulvestrant
256439,719276,SNB-75,Idarubicin hydrochloride,Fulvestrant
608210,719276,SNB-75,Vinorelbine tartrate,Fulvestrant
6396,719276,SNB-75,Thiotepa,Fulvestrant
752,719276,SNB-75,Thioguanine,Fulvestrant
698037,719276,SNB-75,Pemetrexed Disodium,Fulvestrant
45388,719276,SNB-75,Dacarbazine,Fulvestrant
38721,719276,SNB-75,Mitotane,Fulvestrant
673596,719276,SNB-75,7-Ethyl-10-hydroxycamptothecin,Fulvestrant
707389,719276,SNB-75,Eribulin mesylate,Fulvestrant
138783,719276,SNB-75,Bendamustine hydrochloride,Fulvestrant
32065,609699,SNB-75,Hydroxyurea,Topotecan hydrochloride
45923,609699,SNB-75,Methoxsalen,Topotecan hydrochloride
362856,609699,SNB-75,Temozolomide,Topotecan hydrochloride
122819,609699,SNB-75,Teniposide,Topotecan hydrochloride
66847,609699,SNB-75,Thalidomide,Topotecan hydrochloride
82151,609699,SNB-75,Daunorubicin hydrochloride,Topotecan hydrochloride
123127,609699,SNB-75,Doxorubicin hydrochloride,Topotecan hydrochloride
125973,609699,SNB-75,Paclitaxel,Topotecan hydrochloride
141540,609699,SNB-75,Etoposide,Topotecan hydrochloride
740,609699,SNB-75,Methotrexate,Topotecan hydrochloride
241240,609699,SNB-75,Carboplatin,Topotecan hydrochloride
122758,609699,SNB-75,Tretinoin,Topotecan hydrochloride
3053,609699,SNB-75,Dactinomycin,Topotecan hydrochloride
180973,609699,SNB-75,Tamoxifen citrate,Topotecan hydrochloride
226080,609699,SNB-75,Sirolimus,Topotecan hydrochloride
67574,609699,SNB-75,Vincristine sulfate,Topotecan hydrochloride
71423,609699,SNB-75,Megestrol acetate,Topotecan hydrochloride
3088,609699,SNB-75,Chlorambucil,Topotecan hydrochloride
26271,609699,SNB-75,Cyclophosphamide,Topotecan hydrochloride
14229,609699,SNB-75,Quinacrine hydrochloride,Topotecan hydrochloride
102816,609699,SNB-75,Azacitidine,Topotecan hydrochloride
279836,609699,SNB-75,Mitoxantrone,Topotecan hydrochloride
63878,609699,SNB-75,Cytarabine hydrochloride,Topotecan hydrochloride
409962,609699,SNB-75,Carmustine,Topotecan hydrochloride
266046,609699,SNB-75,Oxaliplatin,Topotecan hydrochloride
1390,609699,SNB-75,Allopurinol,Topotecan hydrochloride
125066,609699,SNB-75,Bleomycin sulfate,Topotecan hydrochloride
256942,609699,SNB-75,4'-Epiadriamycin,Topotecan hydrochloride
27640,609699,SNB-75,Floxuridine,Topotecan hydrochloride
49842,609699,SNB-75,Vinblastine sulfate,Topotecan hydrochloride
109724,609699,SNB-75,Ifosfamide,Topotecan hydrochloride
750,609699,SNB-75,Busulfan,Topotecan hydrochloride
119875,609699,SNB-75,Cisplatin,Topotecan hydrochloride
85998,609699,SNB-75,Streptozocin,Topotecan hydrochloride
8806,609699,SNB-75,Melphalan,Topotecan hydrochloride
92859,609699,SNB-75,Arsenic trioxide,Topotecan hydrochloride
755,609699,SNB-75,Mercaptopurine,Topotecan hydrochloride
19893,609699,SNB-75,Fluorouracil,Topotecan hydrochloride
105014,609699,SNB-75,Cladribine,Topotecan hydrochloride
26980,609699,SNB-75,Mitomycin,Topotecan hydrochloride
118218,609699,SNB-75,Fludarabine,Topotecan hydrochloride
127716,609699,SNB-75,Decitabine,Topotecan hydrochloride
606869,609699,SNB-75,Clofarabine,Topotecan hydrochloride
256439,609699,SNB-75,Idarubicin hydrochloride,Topotecan hydrochloride
608210,609699,SNB-75,Vinorelbine tartrate,Topotecan hydrochloride
6396,609699,SNB-75,Thiotepa,Topotecan hydrochloride
752,609699,SNB-75,Thioguanine,Topotecan hydrochloride
45388,609699,SNB-75,Dacarbazine,Topotecan hydrochloride
38721,609699,SNB-75,Mitotane,Topotecan hydrochloride
138783,609699,SNB-75,Bendamustine hydrochloride,Topotecan hydrochloride
740,750,SNB-75,Methotrexate,Busulfan
32065,719344,SNB-75,Hydroxyurea,Anastrozole
45923,719344,SNB-75,Methoxsalen,Anastrozole
701852,719344,SNB-75,Vorinostat,Anastrozole
362856,719344,SNB-75,Temozolomide,Anastrozole
122819,719344,SNB-75,Teniposide,Anastrozole
66847,719344,SNB-75,Thalidomide,Anastrozole
82151,719344,SNB-75,Daunorubicin hydrochloride,Anastrozole
123127,719344,SNB-75,Doxorubicin hydrochloride,Anastrozole
125973,719344,SNB-75,Paclitaxel,Anastrozole
141540,719344,SNB-75,Etoposide,Anastrozole
713563,719344,SNB-75,Exemestane,Anastrozole
715055,719344,SNB-75,Gefitinib,Anastrozole
740,719344,SNB-75,Methotrexate,Anastrozole
628503,719344,SNB-75,Docetaxel,Anastrozole
681239,719344,SNB-75,Bortezomib,Anastrozole
241240,719344,SNB-75,Carboplatin,Anastrozole
122758,719344,SNB-75,Tretinoin,Anastrozole
3053,719344,SNB-75,Dactinomycin,Anastrozole
180973,719344,SNB-75,Tamoxifen citrate,Anastrozole
226080,719344,SNB-75,Sirolimus,Anastrozole
67574,719344,SNB-75,Vincristine sulfate,Anastrozole
71423,719344,SNB-75,Megestrol acetate,Anastrozole
3088,719344,SNB-75,Chlorambucil,Anastrozole
26271,719344,SNB-75,Cyclophosphamide,Anastrozole
14229,719344,SNB-75,Quinacrine hydrochloride,Anastrozole
613327,719344,SNB-75,Gemcitabine hydrochloride,Anastrozole
102816,719344,SNB-75,Azacitidine,Anastrozole
279836,719344,SNB-75,Mitoxantrone,Anastrozole
712807,719344,SNB-75,Capecitabine,Anastrozole
63878,719344,SNB-75,Cytarabine hydrochloride,Anastrozole
409962,719344,SNB-75,Carmustine,Anastrozole
718781,719344,SNB-75,Erlotinib hydrochloride,Anastrozole
266046,719344,SNB-75,Oxaliplatin,Anastrozole
1390,719344,SNB-75,Allopurinol,Anastrozole
125066,719344,SNB-75,Bleomycin sulfate,Anastrozole
256942,719344,SNB-75,4'-Epiadriamycin,Anastrozole
27640,719344,SNB-75,Floxuridine,Anastrozole
49842,719344,SNB-75,Vinblastine sulfate,Anastrozole
109724,719344,SNB-75,Ifosfamide,Anastrozole
719276,719344,SNB-75,Fulvestrant,Anastrozole
609699,719344,SNB-75,Topotecan hydrochloride,Anastrozole
750,719344,SNB-75,Busulfan,Anastrozole
119875,719344,SNB-75,Cisplatin,Anastrozole
85998,719344,SNB-75,Streptozocin,Anastrozole
8806,719344,SNB-75,Melphalan,Anastrozole
